edges,s1,s2,s3,s4,s5
3000,67102,67152,67331,67018,67105
52650,168485,169400,169321,168771,168787
102300,267697,268061,268431,267994,267793
151950,366441,366269,366822,367205,366581
201600,466004,465019,465792,465853,465391
251250,564224,564386,564225,564835,564075
300900,662796,661867,662438,662703,663723
350550,760962,759274,760241,760743,761710
400200,858356,857746,858681,858702,860088
449850,957034,956221,956707,956687,957105
499500,1054304,1053706,1054989,1054661,1054253
