edges,s1,s2,s3,s4,s5
3000,27381,27339,27260,27254,27358
52650,130201,130364,130333,130350,130266
102300,230075,230308,230556,230154,230335
151950,329804,329796,330131,330011,329889
201600,429312,429365,429206,429857,429492
251250,528588,528566,528605,528776,528919
300900,627576,627495,628090,627789,627837
350550,726883,726533,726767,727046,726670
400200,826303,825859,826165,826307,826350
449850,924982,924955,925518,925066,925251
499500,1023928,1023459,1024391,1023685,1024079
