edges,s1,s2,s3,s4,s5
3000,32645,32689,32359,32381,32572
52650,134962,135033,135204,134974,135138
102300,234617,234908,235051,235075,234907
151950,333889,334106,334206,334320,334003
201600,433630,433387,433583,434014,433466
251250,532535,532830,532498,532999,532577
300900,631597,631503,631724,632072,631872
350550,730918,730207,730888,731062,731326
400200,829830,829582,830195,829972,829970
449850,928888,928597,929242,929176,928459
499500,1027805,1027533,1028365,1027607,1028244
