edges,s1,s2,s3,s4,s5
3000,45624,46147,45647,45562,45609
52650,148062,148243,148300,147970,147843
102300,247785,247886,247740,247957,247785
151950,347167,347204,347424,347410,347125
201600,446720,446954,446520,447085,446599
251250,545166,546068,545545,545664,545782
300900,644745,644797,644838,645402,645128
350550,744360,743569,743452,743901,743636
400200,843190,843212,843236,843904,843671
449850,942511,941741,942226,942699,942560
499500,1041486,1040596,1040863,1040511,1040917
