edges,b1,b2,b3,b4
169,0.00,0.00,0.00,0.00
510,0.00,0.00,0.00,0.00
1530,0.00,0.00,0.00,0.00
4590,0.00,0.00,0.00,0.00
13770,0.00,0.00,0.00,0.00
14365,0.00,0.00,0.00,0.00
