edges,b1,b2,b3,b4
339,0.00,0.00,0.00,0.00
1020,0.00,0.00,0.00,0.00
3060,0.00,0.00,0.00,0.00
9180,0.00,0.00,0.00,0.00
27540,0.00,0.00,0.00,0.00
57630,0.01,0.00,0.00,0.01
