edges,s1,s2,s3,s4,s5
30000,836417,836852,837080,836076,837235
90000,2785537,2785601,2786311,2784963,2785621
270000,9205832,9203494,9204305,9203928,9203396
810000,30167123,30166270,30168998,30165667,30166022
2430000,98062261,98055204,98061967,98058577,98057030
7290000,316549078,316546560,316554952,316549819,316556411
21870000,1017606221,1017604420,1017617550,1017613480,1017616942
