edges,s1,s2,s3,s4,s5
30000,856107,856726,856075,855106,857453
90000,2777741,2778258,2779162,2777336,2778125
270000,9076504,9076059,9077645,9073791,9076495
810000,29736462,29734395,29738538,29736976,29736177
2430000,96720996,96711521,96721996,96718715,96718691
7290000,313190626,313189188,313191164,313190362,313186550
21870000,1009042409,1009053399,1009062370,1009048164,1009055054
