edges,s1,s2,s3,s4,s5
30000,0.041436,0.052695,0.051652,0.052418,0.057245
90000,0.189593,0.188154,0.200659,0.188139,0.193942
270000,0.957577,0.911835,0.959457,0.953912,0.922351
810000,3.97853,3.99101,3.92161,3.96508,3.92974
2430000,14.9338,15.0256,14.7915,14.9127,14.7317
7290000,54.1884,54.3311,53.956,54.0525,54.1821
21870000,190.025,199.084,201.172,199.912,199.115
