edges,s1,s2,s3,s4,s5
30000,1714416,1712360,1712111,1713144,1713075
90000,5611421,5612614,5614273,5612591,5612604
270000,19034358,19038188,19030238,19029197,19038330
810000,61679579,61676570,61668637,61679411,61671919
2430000,200003967,199987990,199998020,199991146,199999317
7290000,652867602,652866045,652861970,652869773,652888918
21870000,2060462164,2060427084,2060422048,2060416874,2060404837
