edges,s1,s2,s3,s4,s5
30000,0.042387,0.039534,0.038541,0.037677,0.036797
90000,0.131463,0.132569,0.130587,0.128904,0.141298
270000,0.634338,0.627261,0.606002,0.613929,0.631879
810000,2.57138,2.54398,2.51562,2.52786,2.50738
2430000,9.31098,9.30502,9.68703,9.33031,9.29237
7290000,33.3161,33.2581,33.281,33.359,33.3664
21870000,128.068,127.754,125.274,124.465,127.7
