edges,s1,s2,s3,s4,s5
30000,1122202,1121624,1122818,1122372,1121866
90000,3765011,3765405,3764968,3765890,3764746
270000,12340797,12340506,12339775,12337880,12339199
810000,40691191,40686625,40691304,40690325,40685959
2430000,131078233,131071298,131077938,131080092,131076036
7290000,427890083,427885515,427890834,427887970,427875209
21870000,1364195525,1364210405,1364189996,1364217885,1364211677
