edges,s1,s2,s3,s4,s5
30000,0.044094,0.043058,0.042894,0.043003,0.045944
90000,0.156939,0.158444,0.168149,0.164014,0.154453
270000,0.737108,0.751851,0.871507,0.734372,0.765842
810000,3.05007,3.02416,3.01852,3.07131,3.13746
2430000,10.5254,10.4019,10.3376,10.2793,10.3333
7290000,37.2428,36.6911,37.1433,36.9978,37.2294
21870000,142.314,143.171,142.419,142.789,142.838
