edges,s1,s2,s3,s4,s5
30000,0.046037,0.041228,0.04071,0.040616,0.040461
90000,0.146843,0.148585,0.153982,0.181756,0.147878
270000,0.680724,0.695066,0.682662,0.678659,0.692364
810000,2.92861,2.9415,2.93788,2.89299,2.94017
2430000,10.8668,10.8497,10.8652,10.8739,10.7714
7290000,39.1063,39.1574,39.0493,39.4265,39.2458
21870000,148.226,148.675,148.663,149.108,149.362
