edges,b1,b2,b3,b4
10199,0.00,0.00,0.00,0.00
30600,0.01,0.00,0.00,0.00
91800,0.01,0.01,0.01,0.01
275400,0.01,0.01,0.01,0.00
826200,0.01,0.02,0.02,0.02
52014900,1.13,1.11,1.12,1.09
