edges,s1,s2,s3,s4,s5
3000,0.002028,0.004127,0.002956,0.004275,0.002992
9000,0.009684,0.009639,0.011456,0.01026,0.00948
27000,0.031586,0.036239,0.036922,0.039963,0.034952
81000,0.16038,0.141702,0.149078,0.17418,0.126001
243000,0.614255,0.576801,0.578705,0.647584,0.594832
