edges,s1,s2,s3,s4,s5
3000,0.003794,0.003734,0.003742,0.003995,0.003753
9000,0.012975,0.015912,0.014003,0.012949,0.0131
27000,0.04656,0.045953,0.046534,0.053312,0.045492
81000,0.146537,0.174401,0.148654,0.148978,0.16099
243000,0.690581,0.747197,0.710876,0.698093,0.731172
