edges,s1,s2,s3,s4,s5
3000,0.003029,0.002993,0.003111,0,0.003032
9000,0.009276,0.013551,0.010154,0.010545,0.011616
27000,0.044674,0.035611,0.034392,0.040918,0.040466
81000,0.136576,0.139351,0.151511,0.11301,0.12371
243000,0.632837,0.524563,0.518027,0.574075,0.526419
