edges,s1,s2,s3,s4,s5
3000,85606,85141,85401,85103,85485
9000,294551,293901,294731,295044,294585
27000,999559,1000547,1000188,1000248,1000764
81000,3337799,3340757,3341430,3339906,3340533
243000,11013896,11011275,11011195,11011987,11010902
