edges,s1,s2,s3,s4,s5
3000,128695,128699,128960,128716,128139
9000,448120,447867,447643,448010,448593
27000,1547552,1547744,1547043,1544939,1547310
81000,5012160,5012521,5013443,5013382,5013044
243000,16942885,16934160,16932669,16937859,16942533
