edges,s1,s2,s3,s4,s5
3000,0.001885,0.002201,0.001859,0.001786,0.001834
9000,0.00656,0.004666,0.004004,0.004215,0.004506
27000,0.008103,0.008191,0.005473,0.006327,0.007282
81000,0.010706,0.01285,0.011216,0.010828,0.010463
243000,0.030499,0.04538,0.03941,0.024413,0.029997
