edges,s1,s2,s3,s4,s5
3000,0.002965,0.002983,0.003003,0.002898,0.002781
9000,0.011528,0.009754,0.009973,0.012809,0.009203
27000,0.034123,0.030978,0.0373,0.030828,0.029926
81000,0.101724,0.107215,0.117076,0.101369,0.105389
243000,0.491411,0.48733,0.4592,0.465632,0.464313
