edges,s1,s2,s3,s4,s5
3000,63888,63720,63555,63577,63811
9000,218803,218850,218683,218756,218829
27000,736456,737109,736955,736686,736986
81000,2463660,2464552,2464758,2465716,2464332
243000,8189718,8187758,8187504,8188010,8187887
