edges,s1,s2,s3,s4,s5
300000,0.821987,0.778169,0.789395,0.775372,0.794141
900000,3.1978,3.12152,3.15971,3.14243,3.12633
2700000,11.7086,11.6507,11.6163,11.6944,11.6483
8100000,42.1248,41.9556,42.1072,42.4302,41.8456
24300000,167.245,167.304,170.724,167.062,161.582
