edges,s1,s2,s3,s4,s5
300000,21166936,21165977,21166400,21162886,21161735
900000,68887385,68882240,68889618,68882512,68889174
2700000,224499537,224517703,224509800,224504585,224510874
8100000,730039422,729987079,730013416,730005194,730005266
24300000,2305739639,2305732586,2305714322,2305733171,2305737925
