edges,s1,s2,s3,s4,s5
300000,10572391,10572717,10574957,10571375,10573414
900000,34114647,34115086,34113100,34112698,34115809
2700000,110188478,110186480,110193537,110190570,110186004
8100000,354864476,354851951,354851075,354857223,354851694
24300000,1138453560,1138450857,1138447497,1138451742,1138449338
