edges,s1,s2,s3,s4,s5
300000,0.900467,0.909812,0.937346,0.888145,0.894762
900000,3.62879,3.66781,3.64675,3.69641,3.6378
2700000,13.5792,13.5219,13.5981,13.5641,13.5497
8100000,49.1396,49.0564,49.074,47.1669,48.1
24300000,192.947,196.655,198.096,196.065,196.123
