edges,s1,s2,s3,s4,s5
300000,0.720168,0.623139,0.6249,0.66228,0.629594
900000,1.96998,1.91257,1.99516,2.02605,1.95479
2700000,3.02177,3.24883,3.5549,3.10476,3.79947
8100000,4.30267,4.42877,4.51111,4.90218,4.36431
24300000,7.61927,7.25985,8.35537,6.9322,6.78722
