edges,s1,s2,s3,s4,s5
300000,13876863,13877873,13875794,13874319,13879995
900000,45781584,45784184,45778685,45788109,45783399
2700000,146855070,146857925,146853290,146855698,146857416
8100000,479168167,479157112,479152380,479160523,479152411
24300000,1526701374,1526695775,1526695767,1526713865,1526694281
