edges,s1,s2,s3,s4,s5
300000,1.16364,1.18553,1.16595,1.2014,1.19197
900000,4.83987,4.83634,4.8489,4.84823,4.81881
2700000,18.4214,18.4144,18.3724,18.4671,18.6394
8100000,67.0001,66.7672,67.2761,66.7015,66.8531
24300000,268.109,244.483,246.84,246.199,256.583
