edges,s1,s2,s3,s4,s5
300000,10770832,10772723,10775669,10771253,10778422
900000,33978443,33978832,33980451,33980491,33981049
2700000,109050726,109048137,109053501,109048406,109045870
8100000,351019437,351011989,351011562,351009940,351003730
24300000,1129587504,1129568130,1129570009,1129583338,1129584293
