edges,s1,s2,s3,s4,s5
300000,0.920675,0.844381,0.860577,0.841243,0.882125
900000,3.41309,3.41356,3.40465,3.39572,3.38884
2700000,12.823,12.8791,12.8663,12.8694,12.8126
8100000,46.7166,47.1689,46.5785,46.8091,46.6486
24300000,185.2,182.799,188.03,186.297,187.973
